timestamp,mems_dba
2026-05-11T12:05:35.352,61.2
2026-05-11T12:05:35.452,61.23
2026-05-11T12:05:35.552,61.49
2026-05-11T12:05:35.652,59.62
2026-05-11T12:05:35.752,53.92
2026-05-11T12:05:35.852,58.38
2026-05-11T12:05:35.952,59.07
2026-05-11T12:05:36.052,58.86
2026-05-11T12:05:36.152,58.0
2026-05-11T12:05:36.252,58.12
2026-05-11T12:05:36.352,58.69
2026-05-11T12:05:36.452,58.95
2026-05-11T12:05:36.552,59.06
2026-05-11T12:05:36.652,59.02
2026-05-11T12:05:36.752,59.05
2026-05-11T12:05:36.852,58.99
2026-05-11T12:05:36.952,58.73
2026-05-11T12:05:37.052,58.62
2026-05-11T12:05:37.152,58.41
2026-05-11T12:05:37.252,58.43
2026-05-11T12:05:37.352,57.74
2026-05-11T12:05:37.452,57.16
2026-05-11T12:05:37.552,56.9
2026-05-11T12:05:37.652,57.21
2026-05-11T12:05:37.752,57.14
2026-05-11T12:05:37.852,57.1
2026-05-11T12:05:37.952,57.29
2026-05-11T12:05:38.052,57.32
2026-05-11T12:05:38.152,57.47
2026-05-11T12:05:38.252,57.28
2026-05-11T12:05:38.352,57.14
2026-05-11T12:05:38.452,57.09
2026-05-11T12:05:38.552,57.08
2026-05-11T12:05:38.652,57.05
2026-05-11T12:05:38.752,57.08
2026-05-11T12:05:38.852,57.1
2026-05-11T12:05:38.952,57.1
2026-05-11T12:05:39.052,56.91
2026-05-11T12:05:39.152,57.02
2026-05-11T12:05:39.252,57.31
2026-05-11T12:05:39.352,57.38
2026-05-11T12:05:39.452,57.25
2026-05-11T12:05:39.552,57.25
2026-05-11T12:05:39.652,57.15
2026-05-11T12:05:39.752,57.21
2026-05-11T12:05:39.852,57.28
2026-05-11T12:05:39.952,57.33
2026-05-11T12:05:40.052,57.46
2026-05-11T12:05:40.152,57.43
2026-05-11T12:05:40.252,57.55
2026-05-11T12:05:40.352,57.34
2026-05-11T12:05:40.452,57.4
2026-05-11T12:05:40.552,57.36
2026-05-11T12:05:40.652,57.46
2026-05-11T12:05:40.752,57.67
2026-05-11T12:05:40.852,57.34
2026-05-11T12:05:40.952,57.3
2026-05-11T12:05:41.052,57.3
2026-05-11T12:05:41.152,57.3
2026-05-11T12:05:41.252,57.28
2026-05-11T12:05:41.352,57.26
2026-05-11T12:05:41.452,57.42
2026-05-11T12:05:41.552,57.65
2026-05-11T12:05:41.652,57.36
2026-05-11T12:05:41.752,57.43
2026-05-11T12:05:41.852,57.37
2026-05-11T12:05:41.952,57.34
2026-05-11T12:05:42.052,57.2
2026-05-11T12:05:42.152,57.34
2026-05-11T12:05:42.252,57.11
2026-05-11T12:05:42.352,57.19
2026-05-11T12:05:42.452,57.22
2026-05-11T12:05:42.552,57.35
2026-05-11T12:05:42.652,57.3
2026-05-11T12:05:42.752,57.31
2026-05-11T12:05:42.852,57.28
2026-05-11T12:05:42.952,57.31
2026-05-11T12:05:43.052,57.33
2026-05-11T12:05:43.152,57.25
2026-05-11T12:05:43.252,57.3
2026-05-11T12:05:43.352,57.06
2026-05-11T12:05:43.452,57.35
2026-05-11T12:05:43.552,57.27
2026-05-11T12:05:43.652,57.37
2026-05-11T12:05:43.752,57.32
2026-05-11T12:05:43.852,57.33
2026-05-11T12:05:43.952,57.21
2026-05-11T12:05:44.052,57.29
2026-05-11T12:05:44.152,57.43
2026-05-11T12:05:44.252,57.21
2026-05-11T12:05:44.352,57.51
2026-05-11T12:05:44.452,57.28
2026-05-11T12:05:44.552,57.16
2026-05-11T12:05:44.652,57.17
2026-05-11T12:05:44.752,57.26
2026-05-11T12:05:44.852,57.36
2026-05-11T12:05:44.952,57.29
2026-05-11T12:05:45.052,57.3
2026-05-11T12:05:45.152,57.46
2026-05-11T12:05:45.252,57.22
2026-05-11T12:05:45.352,57.39
2026-05-11T12:05:45.452,57.26
2026-05-11T12:05:45.552,57.17
2026-05-11T12:05:45.652,57.05
2026-05-11T12:05:45.752,57.2
2026-05-11T12:05:45.852,57.14
2026-05-11T12:05:45.952,57.21
2026-05-11T12:05:46.052,57.18
2026-05-11T12:05:46.152,57.52
2026-05-11T12:05:46.252,57.42
2026-05-11T12:05:46.352,57.36
2026-05-11T12:05:46.452,57.23
2026-05-11T12:05:46.552,57.42
2026-05-11T12:05:46.652,57.18
2026-05-11T12:05:46.752,56.89
2026-05-11T12:05:46.852,56.95
2026-05-11T12:05:46.952,58.03
2026-05-11T12:05:47.052,59.04
2026-05-11T12:05:47.152,58.61
2026-05-11T12:05:47.252,58.04
2026-05-11T12:05:47.352,57.87
2026-05-11T12:05:47.452,57.88
2026-05-11T12:05:47.552,57.76
2026-05-11T12:05:47.652,57.66
2026-05-11T12:05:47.752,57.86
