timestamp,mems_dba
2026-05-11T12:09:38.169,72.17
2026-05-11T12:09:38.269,72.15
2026-05-11T12:09:38.369,72.13
2026-05-11T12:09:38.469,72.02
2026-05-11T12:09:38.569,71.92
2026-05-11T12:09:38.669,71.67
2026-05-11T12:09:38.769,71.85
2026-05-11T12:09:38.869,72.05
2026-05-11T12:09:38.969,72.33
2026-05-11T12:09:39.069,73.01
2026-05-11T12:09:39.169,73.92
2026-05-11T12:09:39.269,74.53
2026-05-11T12:09:39.369,74.83
2026-05-11T12:09:39.469,74.86
2026-05-11T12:09:39.569,74.82
2026-05-11T12:09:39.669,74.89
2026-05-11T12:09:39.769,74.91
2026-05-11T12:09:39.869,74.89
2026-05-11T12:09:39.969,74.89
2026-05-11T12:09:40.069,74.73
2026-05-11T12:09:40.169,74.82
2026-05-11T12:09:40.269,74.89
2026-05-11T12:09:40.369,74.88
2026-05-11T12:09:40.469,74.86
2026-05-11T12:09:40.569,74.64
2026-05-11T12:09:40.669,74.52
2026-05-11T12:09:40.769,74.48
2026-05-11T12:09:40.869,74.43
2026-05-11T12:09:40.969,74.17
2026-05-11T12:09:41.069,73.79
2026-05-11T12:09:41.169,73.42
2026-05-11T12:09:41.269,73.6
2026-05-11T12:09:41.369,73.74
2026-05-11T12:09:41.469,73.88
2026-05-11T12:09:41.569,74.1
2026-05-11T12:09:41.669,74.44
2026-05-11T12:09:41.769,74.57
2026-05-11T12:09:41.869,74.57
2026-05-11T12:09:41.969,74.38
2026-05-11T12:09:42.069,74.14
2026-05-11T12:09:42.169,73.69
2026-05-11T12:09:42.269,73.15
2026-05-11T12:09:42.369,72.96
2026-05-11T12:09:42.469,72.96
2026-05-11T12:09:42.569,72.84
2026-05-11T12:09:42.669,73.05
2026-05-11T12:09:42.769,73.17
2026-05-11T12:09:42.869,73.23
2026-05-11T12:09:42.969,73.27
2026-05-11T12:09:43.069,73.17
2026-05-11T12:09:43.169,72.98
2026-05-11T12:09:43.269,72.95
2026-05-11T12:09:43.369,72.78
2026-05-11T12:09:43.469,72.69
2026-05-11T12:09:43.569,72.67
2026-05-11T12:09:43.669,72.82
2026-05-11T12:09:43.769,73.08
2026-05-11T12:09:43.869,73.67
2026-05-11T12:09:43.969,74.21
2026-05-11T12:09:44.069,74.46
2026-05-11T12:09:44.169,74.43
2026-05-11T12:09:44.269,74.44
2026-05-11T12:09:44.369,74.43
2026-05-11T12:09:44.469,74.36
2026-05-11T12:09:44.569,74.13
2026-05-11T12:09:44.669,73.97
2026-05-11T12:09:44.769,73.43
2026-05-11T12:09:44.869,74.24
2026-05-11T12:09:44.969,73.85
2026-05-11T12:09:45.069,73.06
2026-05-11T12:09:45.169,72.93
2026-05-11T12:09:45.269,72.83
2026-05-11T12:09:45.369,72.66
2026-05-11T12:09:45.469,72.7
2026-05-11T12:09:45.569,72.66
2026-05-11T12:09:45.669,72.55
