timestamp,mems_dba
2026-05-11T12:09:45.769,72.42
2026-05-11T12:09:45.869,72.37
2026-05-11T12:09:45.969,72.4
2026-05-11T12:09:46.069,72.39
2026-05-11T12:09:46.169,72.43
2026-05-11T12:09:46.269,72.44
2026-05-11T12:09:46.369,72.29
2026-05-11T12:09:46.469,72.18
2026-05-11T12:09:46.569,72.11
2026-05-11T12:09:46.669,71.95
2026-05-11T12:09:46.769,71.8
2026-05-11T12:09:46.869,71.71
2026-05-11T12:09:46.969,71.6
2026-05-11T12:09:47.069,71.64
2026-05-11T12:09:47.169,71.59
2026-05-11T12:09:47.269,71.52
2026-05-11T12:09:47.369,71.56
2026-05-11T12:09:47.469,71.54
2026-05-11T12:09:47.569,71.51
2026-05-11T12:09:47.669,71.6
2026-05-11T12:09:47.769,71.59
2026-05-11T12:09:47.869,71.62
2026-05-11T12:09:47.969,71.65
2026-05-11T12:09:48.069,71.61
2026-05-11T12:09:48.169,71.6
2026-05-11T12:09:48.269,71.61
2026-05-11T12:09:48.369,71.56
2026-05-11T12:09:48.469,71.67
2026-05-11T12:09:48.569,71.63
2026-05-11T12:09:48.669,71.66
2026-05-11T12:09:48.769,71.71
2026-05-11T12:09:48.869,71.72
2026-05-11T12:09:48.969,71.73
2026-05-11T12:09:49.069,71.75
2026-05-11T12:09:49.169,71.71
2026-05-11T12:09:49.269,71.8
2026-05-11T12:09:49.369,71.81
2026-05-11T12:09:49.469,71.75
2026-05-11T12:09:49.569,71.85
2026-05-11T12:09:49.669,71.82
2026-05-11T12:09:49.769,71.83
2026-05-11T12:09:49.869,71.85
2026-05-11T12:09:49.969,71.79
2026-05-11T12:09:50.069,71.81
2026-05-11T12:09:50.169,71.78
2026-05-11T12:09:50.269,71.68
2026-05-11T12:09:50.369,71.74
2026-05-11T12:09:50.469,71.68
2026-05-11T12:09:50.569,71.65
2026-05-11T12:09:50.669,71.94
2026-05-11T12:09:50.769,71.81
2026-05-11T12:09:50.869,71.78
2026-05-11T12:09:50.969,71.83
2026-05-11T12:09:51.069,71.75
2026-05-11T12:09:51.169,71.75
2026-05-11T12:09:51.269,71.8
2026-05-11T12:09:51.369,71.71
2026-05-11T12:09:51.469,71.76
2026-05-11T12:09:51.569,73.85
2026-05-11T12:09:51.669,71.79
2026-05-11T12:09:51.769,71.87
2026-05-11T12:09:51.869,71.84
2026-05-11T12:09:51.969,71.85
2026-05-11T12:09:52.069,71.86
2026-05-11T12:09:52.169,71.79
2026-05-11T12:09:52.269,71.82
2026-05-11T12:09:52.369,71.79
2026-05-11T12:09:52.469,71.79
2026-05-11T12:09:52.569,71.82
2026-05-11T12:09:52.669,71.92
2026-05-11T12:09:52.769,71.77
2026-05-11T12:09:52.869,71.84
2026-05-11T12:09:52.969,71.79
2026-05-11T12:09:53.069,71.84
2026-05-11T12:09:53.169,71.85
2026-05-11T12:09:53.269,71.69
2026-05-11T12:09:53.369,71.59
2026-05-11T12:09:53.469,71.61
2026-05-11T12:09:53.569,71.54
2026-05-11T12:09:53.669,71.61
2026-05-11T12:09:53.769,71.64
2026-05-11T12:09:53.869,71.61
2026-05-11T12:09:53.969,71.67
2026-05-11T12:09:54.069,71.85
2026-05-11T12:09:54.169,71.68
