timestamp,mems_dba
2026-05-11T12:10:03.341,62.51
2026-05-11T12:10:03.441,62.0
2026-05-11T12:10:03.541,61.89
2026-05-11T12:10:03.641,62.05
2026-05-11T12:10:03.741,62.01
2026-05-11T12:10:03.841,62.3
2026-05-11T12:10:03.941,62.36
2026-05-11T12:10:04.041,62.55
2026-05-11T12:10:04.141,62.35
2026-05-11T12:10:04.241,62.39
2026-05-11T12:10:04.341,62.19
2026-05-11T12:10:04.441,62.09
2026-05-11T12:10:04.541,62.01
2026-05-11T12:10:04.641,61.96
2026-05-11T12:10:04.741,62.01
2026-05-11T12:10:04.841,61.85
2026-05-11T12:10:04.941,61.88
2026-05-11T12:10:05.041,62.01
2026-05-11T12:10:05.141,61.97
2026-05-11T12:10:05.241,61.88
2026-05-11T12:10:05.341,61.82
2026-05-11T12:10:05.441,61.73
2026-05-11T12:10:05.541,61.83
2026-05-11T12:10:05.641,61.73
2026-05-11T12:10:05.741,61.96
2026-05-11T12:10:05.841,62.0
2026-05-11T12:10:05.941,62.01
2026-05-11T12:10:06.041,62.12
2026-05-11T12:10:06.141,62.06
2026-05-11T12:10:06.241,62.19
2026-05-11T12:10:06.341,62.21
2026-05-11T12:10:06.441,62.26
2026-05-11T12:10:06.541,62.47
2026-05-11T12:10:06.641,62.26
2026-05-11T12:10:06.741,62.27
2026-05-11T12:10:06.841,61.96
2026-05-11T12:10:06.941,62.02
2026-05-11T12:10:07.041,61.92
2026-05-11T12:10:07.141,61.72
2026-05-11T12:10:07.241,61.69
2026-05-11T12:10:07.341,61.65
2026-05-11T12:10:07.441,61.52
2026-05-11T12:10:07.541,61.69
2026-05-11T12:10:07.641,61.76
2026-05-11T12:10:07.741,61.73
2026-05-11T12:10:07.841,61.36
2026-05-11T12:10:07.941,61.09
2026-05-11T12:10:08.041,60.92
2026-05-11T12:10:08.141,60.82
2026-05-11T12:10:08.241,60.83
2026-05-11T12:10:08.341,61.02
2026-05-11T12:10:08.441,61.1
2026-05-11T12:10:08.541,61.09
2026-05-11T12:10:08.641,61.08
2026-05-11T12:10:08.741,60.83
2026-05-11T12:10:08.841,60.65
2026-05-11T12:10:08.941,60.61
2026-05-11T12:10:09.041,60.77
2026-05-11T12:10:09.141,60.75
2026-05-11T12:10:09.241,60.85
2026-05-11T12:10:09.341,60.99
2026-05-11T12:10:09.441,61.16
2026-05-11T12:10:09.541,61.22
2026-05-11T12:10:09.641,61.28
2026-05-11T12:10:09.741,61.15
2026-05-11T12:10:09.841,61.0
2026-05-11T12:10:09.941,60.98
2026-05-11T12:10:10.041,60.9
2026-05-11T12:10:10.141,60.77
2026-05-11T12:10:10.241,60.67
2026-05-11T12:10:10.341,60.5
2026-05-11T12:10:10.441,60.53
2026-05-11T12:10:10.541,60.53
2026-05-11T12:10:10.641,60.75
2026-05-11T12:10:10.741,60.72
2026-05-11T12:10:10.841,60.83
2026-05-11T12:10:10.941,60.65
2026-05-11T12:10:11.041,60.69
2026-05-11T12:10:11.141,60.7
2026-05-11T12:10:11.241,60.73
2026-05-11T12:10:11.341,60.66
2026-05-11T12:10:11.441,60.83
2026-05-11T12:10:11.541,61.05
2026-05-11T12:10:11.641,60.98
2026-05-11T12:10:11.741,61.19
2026-05-11T12:10:11.841,61.2
2026-05-11T12:10:11.941,61.38
2026-05-11T12:10:12.041,61.53
2026-05-11T12:10:12.141,61.48
2026-05-11T12:10:12.241,61.44
2026-05-11T12:10:12.341,61.71
2026-05-11T12:10:12.441,61.94
2026-05-11T12:10:12.541,62.08
2026-05-11T12:10:12.641,62.48
2026-05-11T12:10:12.741,63.52
2026-05-11T12:10:12.841,64.37
2026-05-11T12:10:12.941,62.81
2026-05-11T12:10:13.041,60.97
2026-05-11T12:10:13.141,61.12
2026-05-11T12:10:13.241,61.28
2026-05-11T12:10:13.341,61.48
2026-05-11T12:10:13.441,61.41
2026-05-11T12:10:13.541,61.56
2026-05-11T12:10:13.641,61.7
2026-05-11T12:10:13.741,61.44
2026-05-11T12:10:13.841,61.14
2026-05-11T12:10:13.941,61.13
2026-05-11T12:10:14.041,60.77
2026-05-11T12:10:14.141,60.63
2026-05-11T12:10:14.241,60.63
2026-05-11T12:10:14.341,60.52
2026-05-11T12:10:14.441,60.75
2026-05-11T12:10:14.541,60.88
2026-05-11T12:10:14.641,60.97
2026-05-11T12:10:14.741,61.23
2026-05-11T12:10:14.841,60.94
