2026-04-15T13:55:11.058133,52.5,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:11.705559,54.0,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:12.331771,76.9,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:12.976076,75.4,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:13.627528,73.2,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:14.261196,80.8,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:14.905121,78.6,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:15.539887,76.4,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:16.188648,82.3,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:16.823552,82.4,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:17.457208,80.3,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:18.105180,78.1,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:18.741223,76.5,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:19.387966,74.6,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:20.006890,72.5,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:20.666044,70.6,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:21.308834,68.5,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:21.943168,66.5,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:22.575558,64.9,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:23.221088,63.0,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:23.854855,61.3,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:24.498092,60.1,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:25.137053,59.3,Lp_(dB),Weighting_A,Slow
2026-04-15T13:55:25.786658,59.8,Lp_(dB),Weighting_A,Slow
