sauter_timestamp,sauter_dba,mems_timestamp,mems_dba
2026-04-22T16:14:05.503711,33.1,,
2026-04-22T16:14:06.154009,33.4,,
2026-04-22T16:14:06.787426,34.1,,
2026-04-22T16:14:07.421405,34.1,2026-04-22T16:14:08.091,-240.0
2026-04-22T16:14:08.070104,34.2,2026-04-22T16:14:08.591,8.03
2026-04-22T16:14:08.715620,63.9,2026-04-22T16:14:09.591,21.76
2026-04-22T16:14:09.350052,64.2,2026-04-22T16:14:10.591,26.78
2026-04-22T16:14:09.987770,64.2,2026-04-22T16:14:11.091,26.78
2026-04-22T16:14:10.620436,64.2,2026-04-22T16:14:12.091,26.73
2026-04-22T16:14:11.270876,64.2,2026-04-22T16:14:12.591,26.72
2026-04-22T16:14:11.937252,64.2,2026-04-22T16:14:13.091,26.76
2026-04-22T16:14:12.555343,64.2,2026-04-22T16:14:13.591,26.76
2026-04-22T16:14:13.188687,64.2,2026-04-22T16:14:14.591,26.8
2026-04-22T16:14:13.826702,64.2,2026-04-22T16:14:15.091,26.8
2026-04-22T16:14:14.476796,64.2,2026-04-22T16:14:15.591,26.78
2026-04-22T16:14:15.107818,64.2,2026-04-22T16:14:16.591,26.79
2026-04-22T16:14:15.755198,64.2,2026-04-22T16:14:17.091,26.75
2026-04-22T16:14:16.388761,64.2,2026-04-22T16:14:17.591,26.79
2026-04-22T16:14:17.025445,64.2,2026-04-22T16:14:18.091,26.8
2026-04-22T16:14:17.674167,64.2,2026-04-22T16:14:19.091,26.81
2026-04-22T16:14:18.325857,64.2,2026-04-22T16:14:19.591,26.73
2026-04-22T16:14:18.935766,64.2,2026-04-22T16:14:20.091,26.72
2026-04-22T16:14:19.589118,64.2,2026-04-22T16:14:20.591,26.75
2026-04-22T16:14:20.245767,64.2,2026-04-22T16:14:21.591,26.77
2026-04-22T16:14:20.873402,64.2,2026-04-22T16:14:22.091,26.8
2026-04-22T16:14:21.503432,64.1,2026-04-22T16:14:22.591,26.73
2026-04-22T16:14:22.143011,64.1,2026-04-22T16:14:23.091,26.73
